lookback,batchsize,updates,threshold,numfilters1,numfilters2,numfilters3,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,23,5,0.1,16,22,26,0.128019864,0.346247459,0.266207413,0.071696988
18,23,5,0.1,16,22,28,0.110516175,0.362591974,0.482158262,0.070355671
18,23,5,0.1,16,22,30,0.148182825,0.345587402,0.747950475,0.07021814
18,23,5,0.1,16,24,26,0.125148675,0.339230336,0.299113983,0.072633008
18,23,5,0.1,16,24,28,0.122796745,0.359121582,0.386458655,0.07483952
18,23,5,0.1,16,24,30,0.119097986,0.344223352,0.381494072,0.076973153
18,23,6,0,12,20,26,0.145684336,0.35172322,0.324110182,0.090971115
18,23,6,0,12,20,28,0.10996995,0.332705033,0.253537188,0.088346998
18,23,6,0,12,20,30,0.107988463,0.338649384,0.292544517,0.086987511
18,23,6,0,12,22,26,0.134372284,0.368629311,0.260369285,0.087121001
18,23,6,0,12,22,28,0.132785133,0.335643802,0.365967536,0.090975358
18,23,6,0,12,22,30,0.152336233,0.347563765,0.260048769,0.087822692
18,23,6,0,12,24,26,0.131451241,0.358704756,0.233225528,0.087098055
18,23,6,0,12,24,28,0.143019797,0.347638909,0.284363546,0.08605918
18,23,6,0,12,24,30,0.137681502,0.361174404,0.399536692,0.090685301
18,23,6,0,14,20,26,0.117829169,0.363845168,0.353382349,0.089234563
18,23,6,0,14,20,28,0.155058928,0.334544143,0.274139182,0.089977545
18,23,6,0,14,20,30,0.142102249,0.360713929,0.278554928,0.089203574
18,23,6,0,14,22,26,0.131666066,0.332615566,0.263385194,0.088318415
18,23,6,0,14,22,28,0.113215758,0.346267548,0.321803407,0.085868355
18,23,6,0,14,22,30,0.126188997,0.347722824,0.282743415,0.083232076
18,23,6,0,14,24,26,0.112417058,0.363698742,0.295225026,0.08239753
18,23,6,0,14,24,28,0.113416344,0.372195529,0.293854001,0.083324271
18,23,6,0,14,24,30,0.11171712,0.369999595,0.426167431,0.084431212
18,23,6,0,16,20,26,0.110612697,0.338432585,0.283788438,0.083369952
18,23,6,0,16,20,28,0.121882686,0.34838366,0.336938606,0.083377976
18,23,6,0,16,20,30,0.118878118,0.338897873,0.370822895,0.083607325
18,23,6,0,16,22,26,0.128019864,0.346247459,0.279838784,0.083476993
18,23,6,0,16,22,28,0.110516175,0.362591974,0.231548216,0.084031922
18,23,6,0,16,22,30,0.148182825,0.345587402,0.379073395,0.084555687
18,23,6,0,16,24,26,0.125148675,0.339230336,0.279351461,0.084682773
18,23,6,0,16,24,28,0.122796745,0.359121582,0.264158061,0.085634755
18,23,6,0,16,24,30,0.119097986,0.344223352,0.282082261,0.085655837
18,23,6,0.1,12,20,26,0.145684336,0.35172322,0.335022946,0.085147182
18,23,6,0.1,12,20,28,0.10996995,0.332705033,0.268598156,0.085865697
18,23,6,0.1,12,20,30,0.107988463,0.338649384,0.261253894,0.086089887
18,23,6,0.1,12,22,26,0.134372284,0.368629311,0.301839416,0.08555895
18,23,6,0.1,12,22,28,0.132785133,0.335643802,0.467028178,0.086274216
18,23,6,0.1,12,22,30,0.152336233,0.347563765,0.386453643,0.086534952
18,23,6,0.1,12,24,26,0.131451241,0.358704756,0.248002837,0.086748593
18,23,6,0.1,12,24,28,0.143019797,0.347638909,0.277812609,0.086836042
18,23,6,0.1,12,24,30,0.137681502,0.361174404,0.298643222,0.085053103
18,23,6,0.1,14,20,26,0.117829169,0.363845168,0.258305453,0.085223356
18,23,6,0.1,14,20,28,0.155058928,0.334544143,0.446555566,0.083302468
18,23,6,0.1,14,20,30,0.142102249,0.360713929,0.335699372,0.083266482
18,23,6,0.1,14,22,26,0.131666066,0.332615566,0.277147548,0.083700027
18,23,6,0.1,14,22,28,0.113215758,0.346267548,0.269791525,0.084230922
18,23,6,0.1,14,22,30,0.126188997,0.347722824,0.340444076,0.083405086
18,23,6,0.1,14,24,26,0.112417058,0.363698742,0.295142342,0.085137369
18,23,6,0.1,14,24,28,0.113416344,0.372195529,0.267956653,0.086165687
18,23,6,0.1,14,24,30,0.11171712,0.369999595,0.286239193,0.086281367
18,23,6,0.1,16,20,26,0.110612697,0.338432585,0.248289016,0.086428546
18,23,6,0.1,16,20,28,0.121882686,0.34838366,0.287042182,0.085702826
18,23,6,0.1,16,20,30,0.118878118,0.338897873,0.298980673,0.088379171
18,23,6,0.1,16,22,26,0.128019864,0.346247459,0.262336947,0.0868459
18,23,6,0.1,16,22,28,0.110516175,0.362591974,0.339297826,0.085543444
18,23,6,0.1,16,22,30,0.148182825,0.345587402,0.292875132,0.084437203
18,23,6,0.1,16,24,26,0.125148675,0.339230336,0.271805759,0.085278415
18,23,6,0.1,16,24,28,0.122796745,0.359121582,0.323946028,0.085215276
18,23,6,0.1,16,24,30,0.119097986,0.344223352,0.28248495,0.085558711
18,23,7,0,12,20,26,0.145684336,0.35172322,0.340063245,0.080994885
18,23,7,0,12,20,28,0.10996995,0.332705033,0.29349528,0.081717545
18,23,7,0,12,20,30,0.107988463,0.338649384,0.29723386,0.080795114
18,23,7,0,12,22,26,0.134372284,0.368629311,0.272954643,0.081416989
18,23,7,0,12,22,28,0.132785133,0.335643802,0.29820442,0.081714426
18,23,7,0,12,22,30,0.152336233,0.347563765,0.320130917,0.081464286
18,23,7,0,12,24,26,0.131451241,0.358704756,0.252661125,0.081555796
18,23,7,0,12,24,28,0.143019797,0.347638909,0.259662789,0.082294967
18,23,7,0,12,24,30,0.137681502,0.361174404,0.326041837,0.081813492
18,23,7,0,14,20,26,0.117829169,0.363845168,0.287567324,0.082167545
18,23,7,0,14,20,28,0.155058928,0.334544143,0.250946429,0.084623326
18,23,7,0,14,20,30,0.142102249,0.360713929,0.397150585,0.083951029
18,23,7,0,14,22,26,0.131666066,0.332615566,0.277650398,0.083200761
18,23,7,0,14,22,28,0.113215758,0.346267548,0.246609877,0.082355783
18,23,7,0,14,22,30,0.126188997,0.347722824,0.31762204,0.0838662
18,23,7,0,14,24,26,0.112417058,0.363698742,0.332199994,0.090721275
18,23,7,0,14,24,28,0.113416344,0.372195529,0.382858472,0.087952767
18,23,7,0,14,24,30,0.11171712,0.369999595,0.351390845,0.082144457
18,23,7,0,16,20,26,0.110612697,0.338432585,0.383031825,0.090665417
18,23,7,0,16,20,28,0.121882686,0.34838366,0.276202341,0.089988429
18,23,7,0,16,20,30,0.118878118,0.338897873,0.431336,0.089326038
18,23,7,0,16,22,26,0.128019864,0.346247459,0.29257264,0.080351846
18,23,7,0,16,22,28,0.110516175,0.362591974,0.349743669,0.080774277
18,23,7,0,16,22,30,0.148182825,0.345587402,0.252660467,0.08004902
18,23,7,0,16,24,26,0.125148675,0.339230336,0.369501178,0.08091957
18,23,7,0,16,24,28,0.122796745,0.359121582,0.289873738,0.081752108
18,23,7,0,16,24,30,0.119097986,0.344223352,0.269933459,0.083070076
18,23,7,0.1,12,20,26,0.145684336,0.35172322,0.384089852,0.080022524
18,23,7,0.1,12,20,28,0.10996995,0.332705033,0.323762654,0.080449077
