lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,25,5,0.2,16,24,0.128406483,0.316419263,0.222134783,0.057678859
18,25,6,0,12,20,0.120426144,0.324338648,0.273674063,0.065839961
18,25,6,0,12,22,0.119507295,0.346147922,0.364521328,0.064292642
18,25,6,0,12,24,0.178179956,0.380150803,0.249077927,0.065057432
18,25,6,0,14,20,0.122075848,0.366932926,0.302594874,0.064501238
18,25,6,0,14,22,0.117567279,0.317546186,0.25762086,0.065721738
18,25,6,0,14,24,0.119661646,0.334098133,0.313506318,0.06469977
18,25,6,0,16,20,0.134331209,0.334866563,0.27623599,0.065098446
18,25,6,0,16,22,0.157101623,0.35793815,0.242488848,0.064743618
18,25,6,0,16,24,0.128406483,0.316419263,0.264696984,0.064866106
18,25,6,0,16,24,0.128406483,0.316419263,0.264696984,0.050300383
18,25,6,0,16,30,0.120510784,0.342505012,0.273874806,0.050279022
18,25,6,0,20,24,0.136683614,0.322775056,0.257687708,0.050511995
18,25,6,0,20,30,0.112414187,0.323087457,0.341143808,0.05094929
18,25,6,0.1,12,20,0.120426144,0.324338648,0.363547073,0.062949808
18,25,6,0.1,12,22,0.119507295,0.346147922,0.305543569,0.063864806
18,25,6,0.1,12,24,0.178179956,0.380150803,0.269414154,0.06344318
18,25,6,0.1,14,20,0.122075848,0.366932926,0.211242191,0.065283989
18,25,6,0.1,14,22,0.117567279,0.317546186,0.302538659,0.063190716
18,25,6,0.1,14,24,0.119661646,0.334098133,0.578907818,0.06563889
18,25,6,0.1,16,20,0.134331209,0.334866563,0.516349286,0.061255692
18,25,6,0.1,16,22,0.157101623,0.35793815,0.26249462,0.064155827
18,25,6,0.1,16,24,0.128406483,0.316419263,0.243664962,0.059300253
18,25,6,0.1,16,24,0.128406483,0.316419263,0.243664962,0.05115976
18,25,6,0.1,16,30,0.120510784,0.342505012,0.30424445,0.051432795
18,25,6,0.1,20,24,0.136683614,0.322775056,0.22342049,0.051318711
18,25,6,0.1,20,30,0.112414187,0.323087457,0.323460748,0.051918776
18,25,6,0.15,12,20,0.120426144,0.324338648,0.320913075,0.063918946
18,25,6,0.15,12,22,0.119507295,0.346147922,0.413154414,0.066394813
18,25,6,0.15,12,24,0.178179956,0.380150803,0.275661285,0.065477104
18,25,6,0.15,14,20,0.122075848,0.366932926,0.296356724,0.066785203
18,25,6,0.15,14,22,0.117567279,0.317546186,0.227218665,0.065590394
18,25,6,0.15,14,24,0.119661646,0.334098133,0.340833534,0.065344472
18,25,6,0.15,16,20,0.134331209,0.334866563,0.385732825,0.059909225
18,25,6,0.15,16,22,0.157101623,0.35793815,0.240457094,0.065374539
18,25,6,0.15,16,24,0.128406483,0.316419263,0.256688168,0.060672214
18,25,6,0.2,12,20,0.120426144,0.324338648,0.542206287,0.065686584
18,25,6,0.2,12,22,0.119507295,0.346147922,0.308632764,0.064486273
18,25,6,0.2,12,24,0.178179956,0.380150803,0.321200084,0.063943472
18,25,6,0.2,14,20,0.122075848,0.366932926,0.411907861,0.065126468
18,25,6,0.2,14,22,0.117567279,0.317546186,0.397870573,0.065434838
18,25,6,0.2,14,24,0.119661646,0.334098133,0.279731166,0.064333587
